,mean_return,std_return,median_return,share_positive_return,max_drawdown,rec_period,beta,alpha,sharp,VaR,CVaR,CAPM,coef_var,IR
EBAY,4.4716683248998066e-05,0.01729879125737739,0.00072909327834855,0.5199203187250996,-43.40766363536249,10,0.9966552642778678,-0.00035903514406711995,-1.731640255730354,-0.02459714465336573,-0.04208263292067534,0.0005040938989800854,6.692092463566637,-0.024809466727391514
ECL,0.0007799168311487132,0.010987024660061356,0.00112454320432495,0.5358565737051793,-14.075650086286394,92,0.7835920900777966,0.00046247834506536414,-2.6595082902715634,-0.01801527085181873,-0.02632799426459241,0.006809675783749452,0.15477895342122536,0.044636641243056566
ED,0.00020789285613373562,0.009994931514859098,0.00114686120319215,0.5517928286852589,-13.873808764240191,231,0.16695521453875553,0.00014025816300961084,-2.9807214886440625,-0.01579478702934789,-0.02266090689926855,0.025058978256961458,0.48052952777973124,-0.015651777511281554
EFX,0.0004288114399763096,0.014849598270268835,0.000943240900611,0.5517928286852589,-34.81095060732308,197,0.8203173543451454,9.649529951428923e-05,-1.991379700771416,-0.022415979556605306,-0.03433561415939452,0.005722795510107657,0.5142366742840482,0.001853216146999164
EIX,0.000529912949406093,0.018859312131171188,0.00037128808871285,0.5159362549800797,-33.101789035671125,177,0.39190386579972325,0.00037115002744075653,-1.5626278861934173,-0.02242419234997856,-0.04447779333514183,0.018401646947973638,0.6711926071245602,0.006451379163295985
EL,0.0010969713430494254,0.01664223599777571,0.00199877678450365,0.5677290836653387,-22.508384464711874,171,0.9477507022450624,0.000713031086486557,-1.7367274842643476,-0.025860005234667575,-0.0374234993958975,0.001951419189210997,0.2524806329358986,0.04924072418411297
EMN,-0.00020829973298020456,0.016563190047202588,0.0001666547691832,0.5099601593625498,-44.469504447267546,18,1.2116535112495108,-0.0006991488126722066,-1.8238213560848553,-0.028435918914202267,-0.038133886144233714,-0.005858756257793321,-1.3170408843770445,-0.05039783997774595
EMR,0.00025581745811716896,0.014573804632816423,0.00105415411893635,0.5298804780876494,-29.33010182016236,78,1.1714113410772975,-0.00021872924469031448,-2.0409346283472645,-0.026222049485335228,-0.03267025696880428,-0.004667793529511438,0.8302630439640301,-0.01544447063781373
ENPH,0.005792251932038668,0.04951432318851305,0.0042283951720073,0.5418326693227091,-48.46396836265704,145,0.9928512116101997,0.0053900411523353274,-0.48890394756677896,-0.06369293149309688,-0.08917717477306956,0.0006166744313973495,0.4232668450168086,0.11089688609728085
EOG,-0.0003164970220559412,0.0206774020149961,0.00040698198702025,0.5079681274900398,-51.31091842110992,73,1.145911279984588,-0.0007807134766503539,-1.4661656720737535,-0.03736475964657878,-0.046063936466973314,-0.003913121944943226,-1.3508972416624947,-0.04080867032950747
EPAM,0.0015197488774141646,0.019017253380191855,0.0024204449739587,0.5677290836653387,-26.194445292154832,104,1.3611631101679817,0.0009683324421597854,-1.4976006552160959,-0.032432953338914945,-0.04412900351907693,-0.01028347686978507,0.23797084603988786,0.07712949154661909
