,AVG_returns,Risk,Beta,Alpha,Sharpe,VaR,Drawdown,Recovery,clust_model,emb_model
port,0.0010706627633200248,0.014623650790412808,0.5762790662502502,0.001119639927484009,0.06519295784268817,-0.02412902380418113,-19.02464718178748,45.0,KMeans,transformer_embds1
port,0.0003231628921677829,0.014695297275906925,0.5535332040094291,0.000365576913289204,0.014008507243391522,-0.024247240505246424,-28.359251026840017,211.0,Agg,transformer_embds1
port,0.0017653499331141543,0.017700307177105773,0.4960195483902954,0.0017911688326819216,0.09310834002990348,-0.029205506842224525,-15.799206503189378,50.0,KMeans,takens_mult_BC_2
port,0.0001375553799623102,0.015935624514001684,0.5276225656715869,0.0001724930863177785,0.0012708423262651073,-0.026293780448102776,-24.62572089465661,178.0,Agg,takens_mult_BC_2
port,0.0007207457410730915,0.018502521119328392,0.4771809762497342,0.0007411289160080833,0.03261404342396699,-0.030529159846891845,-22.76537834371727,122.0,KMeans,takens_one_PL_1
port,-1.2442639786735708e-05,0.01880110573784301,0.456722296011126,2.03734082453979e-06,-0.006900995900471443,-0.031021824467440968,-30.761858085778837,226.0,Agg,takens_one_PL_1
port,0.0010963617370008006,0.019105036837693132,0.43459958423499984,0.001104458379827873,0.051246068326585306,-0.03152331078219367,-27.629511148810725,122.0,KMeans,autoencoder_lstm
port,8.351211686347613e-05,0.020490595827537546,0.4318885618896965,9.082651511105394e-05,-0.0016491271047160084,-0.033809483115436946,-24.74875904849937,258.0,Agg,autoencoder_lstm
port,0.0006784881721694211,0.014798306424047943,0.6050056832184856,0.0007357541800050729,0.037922208275334865,-0.024417205599679106,-24.23626456459732,116.0,KMeans,transformer_embds_sum_all
port,0.00035899783781385,0.013974922877384461,0.5420226755192151,0.00039809058475463374,0.017294844923297085,-0.02305862274768436,-26.07625138726245,121.0,Agg,transformer_embds_sum_all
port,0.0012335079160930202,0.014290654566467576,0.53740467223553,0.0012712681738188004,0.07810728312457414,-0.023579580034671498,-15.236966994226753,88.0,KMeans,tnse
port,0.0007795309790346262,0.013320050309187786,0.7260406065360903,0.0008717206800883564,0.04971657387385331,-0.021978083010159848,-17.922420177848707,46.0,Agg,tnse
port,0.0007311858240444582,0.01572393811001064,0.5978333264774495,0.0007863823036843738,0.03904124436989365,-0.025944497881517554,-28.619658909974422,119.0,KMeans,takens_mult_BC_1
port,-9.381669014091407e-05,0.0119674926117436,0.6347481964961127,-2.7968709592173473e-05,-0.017641155990202363,-0.01974636280937694,-24.805409837054647,178.0,Agg,takens_mult_BC_1
