,AVG_returns,Risk,Beta,Alpha,Sharpe,VaR,Drawdown,Recovery,clust_model,emb_model
port,0.0002480634374739883,0.017991510820296024,0.7372789613184784,2.217225326157628e-05,0.007267856765649202,-0.029685992853488437,-41.084185706089315,196.0,Agg,takens_one_BC_1
port,0.0013487928772166926,0.017879391078218825,0.747942485142066,0.00112133115439126,0.06887757854810157,-0.02950099527906106,-36.53091020278948,91.0,KMeans,table_finance_features
port,0.0006068236422027425,0.022803778475703015,0.5741733595488738,0.00040495487776610124,0.021466614793239965,-0.037626234484909975,-43.61154785376995,148.0,Agg,table_finance_features
port,0.000698902532992195,0.016923478009755685,0.7341549498245584,0.00047347145753556493,0.03436638844701298,-0.02792373871609688,-37.47347737517476,186.0,KMeans,takens_mult_PI_1_sigma=0.0005
port,6.410913329930769e-05,0.01930423731117325,0.5627244431970941,-0.00013607341882091887,-0.0027555908932155766,-0.03185199156343586,-47.480628555816665,492.0,Agg,takens_mult_PI_1_sigma=0.0005
port,0.0007802822308103391,0.0198141745492972,0.6322653737625609,0.0005698575937615944,0.033459810063064456,-0.032693388006340376,-42.94037759012823,205.0,KMeans,signal2vec_embds
port,0.00012296174888931332,0.020140266136178663,0.6632789540213885,-9.203061137460041e-05,0.0002809314939836148,-0.03323143912469479,-49.544985934096964,257.0,Agg,signal2vec_embds
port,0.0010028919630928606,0.02205195835009729,0.6066251035347621,0.0007962436606880137,0.04015916569398492,-0.03638573127766053,-37.470174862749786,119.0,KMeans,autoencoder_mlp
port,0.0006149013249361499,0.018029744587311727,0.7440930574218444,0.0003880065511767723,0.027598705499792868,-0.02974907856906435,-34.30534019626721,121.0,Agg,autoencoder_mlp
port,0.001270313182499795,0.022495870752487053,0.6057428183759825,0.0010637948242796737,0.05125427156616615,-0.03711818674160364,-37.77193312868259,87.0,KMeans,takens_mult_PL_1
port,0.00029634436826362276,0.02320533664672159,0.525513444675391,0.00010164230373588626,0.0077154948085818124,-0.03828880546709062,-49.99206388212675,179.0,Agg,takens_mult_PL_1
port,0.000990533618026224,0.01771805128137408,0.7427697563706994,0.0007638337418852938,0.04928475995042124,-0.029234784614267227,-27.171662516049867,180.0,KMeans,tsfresh
port,0.0009854762969719673,0.022828938074422628,0.5223607746368595,0.0007912385620703038,0.03802947733737174,-0.03766774782279733,-41.064541389189856,317.0,Agg,tsfresh
port,0.0007671159610556077,0.017763216172359268,0.7467975168837587,0.0005398228707469773,0.036581902788094714,-0.02930930668439279,-35.77464937068763,121.0,KMeans,takens_one_BC_0
port,8.736529607698735e-05,0.014737852360562678,0.8479627058181124,-0.00015482754389633591,-0.0020313962323014255,-0.024317456394928418,-33.704599598561394,199.0,Agg,takens_one_BC_0
port,0.0003836262200014099,0.019106576451975447,0.6693791217035222,0.0001677354185609031,0.013938787350856126,-0.03152585114575949,-39.32872121889307,157.0,KMeans,pca
port,0.0008239485711304034,0.020414194782311622,0.5736310782484214,0.0006221596746375647,0.03461536763175416,-0.03368342139081417,-33.534508076467205,317.0,Agg,pca
port,0.0009471597552283014,0.017663637339102572,0.7850019064107352,0.000714239869318926,0.04698103937838289,-0.02914500160951924,-36.17046503662045,81.0,KMeans,takens_one_PI_0_sigma=0.0005
port,-0.0003297225285332521,0.014692585756067671,0.8388980846573543,-0.0005705803185005084,-0.030425294076169708,-0.024242766497511656,-39.03337127531885,654.0,Agg,takens_one_PI_0_sigma=0.0005
port,0.00096459840159264,0.019816230450647544,0.6346344565625676,0.0007538248427356441,0.042757611739951455,-0.032696780243568445,-40.44977040489777,135.0,KMeans,autoencoder_conv
port,0.00041515265958389023,0.016698390912170742,0.7690284019333737,0.0001845853736200848,0.017836984851777055,-0.027552345005081722,-27.20218858871283,260.0,Agg,autoencoder_conv
port,0.0013894664560437735,0.020348105291713277,0.6428365375362869,0.0011774848832985492,0.06251996065340835,-0.033574373731326906,-34.0453202373016,72.0,KMeans,takens_mult_BC_0
port,6.76524340124803e-05,0.01613151036428939,0.8094130038175815,-0.00016886275225894422,-0.0030779064514555726,-0.02661699210107749,-36.42939283263264,316.0,Agg,takens_mult_BC_0
port,0.0013204810089966208,0.017868684008128244,0.761979781249769,0.0010909518536859914,0.06733440999991165,-0.029483328613411602,-32.822205845563225,82.0,KMeans,takens_one_PI_2_sigma=0.0005
port,0.00025034753948624023,0.015019557631418438,0.8351118221310522,1.0047395527467285e-05,0.008858038892802372,-0.02478227009184042,-35.12961457150507,285.0,Agg,takens_one_PI_2_sigma=0.0005
port,0.0013180371255994458,0.018303186312284683,0.6604389043457872,0.0011034630517999522,0.0656024252432535,-0.030200257415269726,-37.23786508064618,100.0,KMeans,takens_one_PI_1_sigma=0.0005
port,0.0005217104371493168,0.016069116619634404,0.760145444230896,0.0002924514455448968,0.02516670535707822,-0.026514042422396765,-35.28847372044789,129.0,Agg,takens_one_PI_1_sigma=0.0005
port,0.0016325709032360206,0.01763103048177415,0.716833826916118,0.0014096909068409302,0.08594320059556129,-0.029091200294927348,-32.47369230276258,55.0,KMeans,takens_mult_PI_2_sigma=0.0005
port,-0.0001815502412184064,0.015622519686871615,0.8443060638164693,-0.00042320452587431474,-0.019129689771106347,-0.025777157483338163,-37.128478296960985,635.0,Agg,takens_mult_PI_2_sigma=0.0005
port,0.0007534001283327102,0.01739849458370086,0.7332823400794236,0.0005280975720524336,0.03656042834270068,-0.028707516063106415,-37.99749493818744,133.0,KMeans,umap
port,0.00016682316160586896,0.01738269045837325,0.7664626752871861,-6.336624057064839e-05,0.002848779243351617,-0.028681439256315857,-42.72969336404897,205.0,Agg,umap
port,0.0003836262200014099,0.019106576451975447,0.6693791217035222,0.0001677354185609031,0.013938787350856126,-0.03152585114575949,-39.32872121889307,157.0,KMeans,fastica
port,0.0008239485711304034,0.020414194782311622,0.5736310782484214,0.0006221596746375647,0.03461536763175416,-0.03368342139081417,-33.534508076467205,317.0,Agg,fastica
port,0.0011983156681540947,0.019358908663580487,0.6871879516469527,0.0009798019574819312,0.055840542104180234,-0.031942199294907804,-38.912704236135696,70.0,KMeans,transformer_embds1
port,0.00044556714824481536,0.018937332188219615,0.72393521552432,0.00022164124946325714,0.017334196345489987,-0.031246598110562362,-39.07443162709194,108.0,Agg,transformer_embds1
port,0.0011644810430651979,0.018588038831861057,0.669286267977335,0.0009486039172505679,0.056336084656538464,-0.030670264072570744,-36.80144425393769,76.0,KMeans,takens_mult_BC_2
port,6.774463299525202e-05,0.015133131769384411,0.8800782291716963,-0.00017917822590414185,-0.003274872749040564,-0.024969667419484278,-37.27846370590425,277.0,Agg,takens_mult_BC_2
port,0.0012130208005438105,0.019670981664891257,0.7090861943030617,0.0009912818862506225,0.05570220670100038,-0.03245711974707057,-34.526623557130165,181.0,KMeans,takens_one_PL_1
port,0.0009012314949244772,0.023559011944842622,0.5513426459671846,0.0007027252697230882,0.033275070403011545,-0.03887236970899032,-41.85020910392553,154.0,Agg,takens_one_PL_1
port,0.0014950648769218352,0.020297481473052485,0.6623569425514276,0.001280208311788985,0.06787842939610715,-0.0334908444305366,-37.60975553085743,122.0,KMeans,autoencoder_lstm
port,0.0004094217727679865,0.021506202761993266,0.6190142178942241,0.00020094878437710325,0.013582967768246922,-0.035485234557288886,-47.79366139847182,207.0,Agg,autoencoder_lstm
port,0.0005158002289602886,0.020853249436305444,0.6420790791361847,0.0003039302157412395,0.0191095644994328,-0.03440786156990398,-42.96206440989118,206.0,KMeans,transformer_embds_sum_all
port,0.0008825674896137059,0.019535904850752617,0.6526657493193505,0.0006691382568926381,0.03917216948104532,-0.032234243003741815,-34.65674353303796,304.0,Agg,transformer_embds_sum_all
port,0.000691757322853603,0.019926281288539086,0.6819249531085542,0.0004740187539227224,0.02882894207408183,-0.032878364126089486,-46.286767662926984,214.0,KMeans,tnse
port,0.0007184558677820217,0.017010669730306224,0.8050214251434182,0.0004825874793228397,0.035339711103588085,-0.02806760505500527,-36.844021573813514,152.0,Agg,tnse
port,0.0011936023651500476,0.019685092269269896,0.6737249597151304,0.0009770715026456674,0.054675824557642146,-0.032480402244295326,-40.247956940241814,132.0,KMeans,takens_mult_BC_1
port,5.637794289706043e-05,0.015825218195434088,0.7821158446918466,-0.00017611687983019414,-0.003849916644749138,-0.026111610022466245,-37.243088954072356,266.0,Agg,takens_mult_BC_1
port,0.00014697264337532517,0.018683877029258014,0.7333704364951521,-7.834288786753044e-05,0.0015879428822195775,-0.03082839709827572,-49.24931629198588,239.0,MSTcorr,MSTcorr
port,0.0011478588371603453,0.02016730075573209,0.6650993245553588,0.0009325983701935345,0.05110030022401409,-0.03327604624695795,-33.95458726037075,93.0,KShape,KShape
port,0.0007544253187939402,0.021746681651125113,0.6383693474090355,0.0005431016800208832,0.029297417195902543,-0.035882024724356434,-47.21833796812703,209.0,TimeSeriesKMeans,TimeSeriesKMeans
port,0.00026458510402056757,0.016119917967194086,0.9999999999999977,3.2526065174565133e-19,0.00913660916177448,-0.02659786464587024,-33.92496000265331,179.0,sp500,sp500
port,0.0011774626558621341,0.020758296523318173,0.6057341802520727,0.0009709455698769109,0.05107157713239086,-0.034251189263474986,-42.31392926733366,185.0,sectors,sectors
